0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.13363683,0.5902536,-0.237272,-0.39328563,0.055394966,-0.39630783,1.7617246,0.5211246,-0.13001175,-0.4090574,0.38137534,-0.44866133,-0.8870253,0.6189338,0.18404855,0.57740515
0.4899919,-0.7384598,-0.45740277,0.24291597,-0.42197472,0.38186362,-0.137496,0.44137025,1.0980325,0.63754356,-0.76573265,0.5787128,-0.7173689,-0.70512986,-0.5867564,1.1435888
-0.7583602,0.04767425,-0.21927594,-0.12729117,-0.6878809,0.05399976,-0.24564895,1.1876903,-0.47522205,0.98695564,1.1689409,1.5120226,-0.38080478,0.70536906,0.19487348,0.83581424
-0.4626367,0.38073224,0.8712637,-0.28273118,0.9251805,0.39769042,0.369813,-0.6094706,0.62005395,-0.7269184,0.57553697,-0.4135966,-0.5615305,0.6686691,0.56924003,0.24241097
-0.6130111,0.22741726,1.3683367,0.061478432,0.0002928133,1.3256509,-0.45735127,0.54628485,0.63573986,-0.37893426,0.74452126,-0.3209557,-1.1548795,-0.50346565,0.118033335,0.8113578
0.83929205,0.260301,-0.50877,0.49579972,0.7331296,0.13552614,0.6410003,-0.45815912,0.45056292,-1.3125876,1.1684264,-0.27404583,0.45541736,-0.50162333,1.0386058,0.24809422
0.56511396,-0.37749454,0.7747061,-1.1097238,-0.18363188,0.98168707,0.47689018,-0.7666459,0.37255776,0.45467082,0.5567425,-0.95423824,0.54865485,-1.2187228,-0.9718959,0.19162673
0.36038488,-0.3470111,0.38331664,0.98711306,0.4141416,-0.18923604,0.9296808,-0.21222466,0.48777285,-0.22853982,-0.44605654,-0.54698193,1.099056,0.1946999,0.35090607,-0.13184649
-0.58789265,0.35646796,-0.61545753,-0.28414205,-0.5046116,0.4496267,1.7573668,-0.08306399,-0.36325657,-0.8796962,-0.38495916,-0.60237545,-0.58603346,0.9501634,0.72535676,1.411268
-1.3617831,-1.0066314,-0.42790583,-0.46497425,-0.6182282,0.7256402,-0.7366701,-0.16395901,-0.39980453,0.00462266,0.49185076,0.2142708,-0.3540899,0.90938205,-1.0223979,-0.4789778
1.0146468,0.054992646,-0.863514,0.69213474,0.35004097,-0.3832105,0.49829513,0.66639376,0.8258103,-0.19955647,-0.57642674,-0.8010741,0.54900616,0.26496664,0.8053768,-0.20314361
0.41464415,-0.13062805,1.6257658,0.22034821,-0.025842896,1.1671411,-0.25412187,0.3954798,-0.50085485,-0.58338827,-0.17512508,-1.1153475,0.45599702,-0.9637099,-0.5304669,0.5403555
-0.36637107,-0.8587198,-1.0239106,-0.05490511,0.4117818,0.64150006,-0.45307496,0.14221865,1.5019414,0.51303655,0.060114957,0.11072973,-0.82690096,-0.7884498,0.400433,1.2593677
0.6327077,-0.7671789,-0.32948682,0.06938568,-0.8940722,0.38939917,0.9626608,0.5709864,0.7285327,0.33289766,-0.34661222,-0.8490627,0.11367212,-0.5296147,0.61240005,-0.36372668
-0.78994226,0.16416396,-0.12408597,0.42184973,-0.968191,0.4297041,0.58823156,-0.4628978,-0.41415703,-0.7619335,-0.31885526,0.5487083,0.599986,0.75637037,0.42806143,-0.28407913
0.15776184,0.48787388,1.9423352,-0.00054426905,-1.0321689,0.04547518,-0.17205618,-0.39797536,0.527713,-1.1590788,0.4330436,-0.40587786,1.1223781,0.057759486,-0.7057204,-0.5067472
0.43918064,0.6686443,0.36805364,0.56151354,0.75827885,0.6078734,-0.5569658,0.7315956,0.2924715,-1.2858431,1.2822783,0.6845399,0.7345677,-0.17314984,0.08761882,0.9757504
0.6431334,1.1085342,0.8414585,-0.7421623,0.7647892,1.5976396,0.047350604,0.4794301,0.36426964,-1.3185664,-0.23785286,-0.1090874,1.7539376,-0.7965986,0.3151034,0.6856112
-1.0865126,-1.0046796,-0.27655202,0.086185515,-0.7356027,0.5312333,-0.33596778,-0.86451995,-0.4671643,-0.32420966,0.66658306,0.77647156,-0.7175578,1.2262721,-0.59293956,-0.20212562
0.8637925,0.3343397,-0.60513705,0.88905257,-0.1794831,1.2592422,-0.62267613,-0.2934774,-0.4468116,0.45441285,0.92049724,0.39514884,1.047176,0.07311942,0.5324186,-0.44849643
0.7457229,-0.3585401,-0.54897666,0.4773243,-0.45674905,-0.9562986,1.1968964,0.7892271,0.487478,-0.20114961,-0.70730335,-0.86038387,0.6003539,-0.41767812,-0.44814277,-0.5556955
-0.80554223,0.08667828,-0.77634704,-0.421594,0.08259359,1.139163,-0.20837763,-0.2960309,0.6133635,-0.34935617,0.40170726,-0.6897385,0.9901645,-0.94831455,-0.6230815,0.18270479
0.26845354,-0.62228924,-0.5356832,-0.6896771,-0.18499042,0.46772376,-0.06051733,-0.3472054,-0.5061509,-1.1828098,0.82358474,-0.7633436,0.16035207,-1.1432636,0.22605021,0.8892448
0.60363144,0.31335783,1.0003244,0.9823126,-0.053679544,0.98040134,0.60288364,0.59842896,0.08384272,0.06903974,1.061219,0.18410015,-0.13767473,-0.71682924,-0.52774936,-0.4822952
-0.34151012,0.941862,-0.5717205,-0.3723849,0.12947674,-0.87430614,1.6659561,0.70086855,-0.1555654,0.1558462,1.1705203,-0.28432697,-1.0508733,-0.011955217,-0.6172421,0.77142125
-0.8604841,-0.87589794,-0.10926286,-0.9781721,0.5262228,-0.6561556,-0.60708433,-0.41509464,-0.82934165,-0.52508825,0.4337291,0.45176315,-0.5850796,0.934935,0.3104207,-1.0083737
-0.2293012,0.44050482,-0.32464707,-0.4611429,0.00038813805,-0.28838262,1.6481986,0.43435147,-0.19243795,-0.56162626,0.2219553,-0.58092004,-0.78846276,0.7332656,0.27425608,0.5685682
-0.6147923,0.40146592,0.81300807,0.018053489,-1.4324491,0.6240919,0.6315841,-0.45558205,-0.89699095,0.6138692,-0.5631669,0.7650382,0.40282777,-0.9568297,0.5168675,0.5605767
-0.7839626,-0.63155955,0.36953887,-0.98215884,0.2946735,0.6600215,-0.014974837,0.124316886,0.9798421,-1.8329761,0.6285543,-0.45102936,0.8553848,0.113649696,-0.09330992,0.8408521
-0.7054243,-0.051873066,0.9159028,-0.04073916,-0.9741631,-0.042414036,1.0368619,0.40337607,-0.84281516,0.7899431,-0.6678263,0.48388013,0.28330895,-0.113174796,0.5871966,0.2547214
-0.75391626,0.7279293,0.4099574,1.0134643,0.10787619,-0.6654619,0.6254447,-1.1452307,-0.73523676,0.32374457,-0.06678675,0.75687045,1.3840919,-0.35989565,0.6442107,0.6343013
-0.46038768,0.49555045,-0.21691453,-0.00029667586,-0.548038,-0.03368085,0.15178879,1.4027328,-0.23342882,0.9700632,1.2238601,1.4171953,-0.28422448,0.38770977,0.30923906,1.1368558
-0.6487513,-0.82568586,0.7606986,0.6368849,-0.40566778,-0.7121687,-1.2422081,0.42450386,-0.1513742,-0.5732143,-0.41316733,-0.9795911,-0.02075943,-1.3194649,0.35677636,-0.47485882
0.42668885,-0.034975965,1.1328893,0.4946427,0.77934986,1.2982377,-0.20189106,0.13468418,0.023542292,-0.9386834,0.5366022,-1.0858537,0.59304035,-0.7270728,-0.72144175,-0.13413717
1.1188385,-0.49392396,0.8274045,0.5112903,-0.3953445,1.397904,-0.49540398,1.0895326,0.886238,-0.3744544,0.48432922,0.493654,0.05211048,-0.3435168,-1.0370294,-0.718418
-0.62397283,-0.7862136,0.7174522,0.605876,-0.40025574,-0.6732834,-1.2213255,0.37994197,-0.12994081,-0.5576678,-0.40303448,-0.95570195,-0.0056933477,-1.2777463,0.32026246,-0.45574757
-0.3887233,-0.55699545,0.7051688,0.554973,0.39817017,0.33717236,0.01657867,-1.1078706,1.1676712,-0.2980337,-0.76167095,0.75257957,0.41301212,0.4484696,0.5076831,-1.1225137
-0.8118515,-0.82548827,0.11791856,0.5945494,-0.82601297,-0.82434225,-0.18318653,0.75762415,0.5392237,-0.4913395,0.68608534,0.13775536,-0.9995526,0.49686366,-0.59425414,-0.49581382
0.23466204,-0.40185487,-0.014097129,0.18731037,-0.19321686,1.2793775,-0.36142147,0.65295565,0.747569,-0.38510108,-0.02331051,0.3454451,0.16285966,-0.8067578,-1.1655259,-0.67184794
-0.73528975,0.028192697,-0.23898353,-0.060032748,-0.72981757,0.13452224,-0.2095288,1.2445923,-0.44483316,0.97477734,1.1660011,1.589322,-0.32148117,0.6223221,0.20172107,0.7930597
0.45120934,0.9375285,-0.44905186,0.35333198,0.8545363,0.5661598,-0.76342005,-0.8624609,-0.6013185,0.3167701,-0.7037624,-0.6095009,-0.50868326,0.11630008,-0.73719406,-0.39530408
0.14136696,0.49973017,2.0090816,-0.008902673,-1.0456659,0.0606422,-0.16497384,-0.39241663,0.5472594,-1.1940309,0.4452695,-0.41888684,1.1492859,0.053317644,-0.72877663,-0.50746393
-1.0083773,0.08091033,-0.17772649,0.56158054,-1.1162318,0.47139415,0.87499815,-0.61055714,-0.5103261,-1.0833658,-0.4651777,0.6198274,0.7431573,0.9131034,0.57141155,-0.21036272
-0.48720488,0.15447204,0.33166295,-0.8210202,0.021657685,0.56965446,0.30268422,0.72938854,0.6961707,-0.8902883,-0.47204527,0.039259933,0.75731325,0.4065941,0.71359104,-0.6298052
0.9668688,0.30512765,-0.5009338,0.9490769,-0.15269743,1.5701311,-0.7292023,-0.2869826,-0.44392312,0.45415837,1.0161486,0.44269946,1.1810888,0.03002081,0.538085,-0.4714211
0.15795179,0.50837094,2.013949,0.03036112,-1.0533534,0.08816101,-0.14206704,-0.3912215,0.52044636,-1.1978525,0.44460803,-0.39346707,1.1553264,0.026910534,-0.68370754,-0.49638295
-0.31099254,-1.3098726,0.4123584,-0.34110826,0.83222544,0.20897348,-0.71821827,-0.9913078,1.0246788,-0.3088739,-0.82764065,0.23794323,0.9347515,-0.8122364,0.4707915,-1.2535161
0.12411361,1.3735816,-0.44712245,-0.18768409,0.21423717,-0.7235715,2.0859451,0.8382057,0.024582256,0.052439716,1.0722166,-0.2257,-1.191632,-0.0799693,-0.2734811,0.75321394
-0.45205036,-0.33860868,0.83866024,0.48926294,-0.9550664,-0.6453545,0.78453904,-0.6164279,0.4822085,-0.449476,-0.6440042,0.48050794,-0.54638815,0.4529941,0.8279704,0.08671817
-0.6188589,-0.19346622,0.1127208,-0.41057777,1.4530852,-0.2723,-0.34119964,-0.7367232,1.1342585,0.32605284,0.75406355,-0.65454215,0.15440045,-1.6613505,-0.5202059,-0.6249418
-0.29085442,0.75723433,0.9019419,-0.6284123,-0.40948313,-0.35668293,0.71654886,-0.21805085,0.13128054,0.14125769,-0.5640252,0.52561754,-0.80275935,-0.49239892,0.9433692,-0.7112665
-1.2026235,0.032018907,1.3719549,-0.10614745,0.520179,-0.5509051,0.35351768,-0.4128926,-0.33009386,-1.3537548,0.2627942,1.0768241,0.27192816,-0.49351946,-0.5816534,1.0019721
-0.6512835,1.3837256,-0.44172305,0.37930337,-0.33690128,1.5612978,0.032161977,-0.32264954,-0.47967786,0.02616126,0.9084493,0.29606628,0.93795496,-1.4028257,-0.5830873,-0.6785825
-0.1935826,0.556634,-0.4829456,0.05450696,-0.0979223,0.16429496,0.8320883,-0.97694916,0.23812763,-0.10506963,-0.36423212,-0.11096414,-0.65412325,0.7767123,0.7666177,0.89600253
-0.9172948,0.47501004,0.3099589,0.27868885,1.2099007,0.034372777,-0.9615786,0.22714056,0.08861897,-0.7774958,-0.30273136,-0.8124323,0.9030583,0.21858609,0.23610403,-0.13852954
0.55770844,-0.78294444,-0.45894277,0.25230217,-0.48618034,0.44462973,-0.05347824,0.47977057,1.2168326,0.7288539,-0.89742196,0.7097791,-0.7389252,-0.68633944,-0.6796897,1.3277102
-0.7357872,0.75829434,-0.62607807,0.3238394,-0.56234294,0.3810797,0.87003964,-1.3569529,0.7949474,0.4692629,0.16232818,-0.3281019,-0.5322197,0.36984733,0.5743632,0.40130556
-0.63395506,0.77059513,0.43988523,0.093849085,-1.5717412,0.8310991,0.7525162,-0.7287151,-0.869513,0.6602146,-0.57344425,0.81045765,0.42287323,-0.7003301,0.5057943,0.54504025
0.2053712,0.34109798,1.3299246,-0.48251224,-0.59692353,-0.9998387,0.40753183,-0.14499277,-0.044882458,-0.7122753,-0.18793258,0.6284556,0.28920585,0.8413861,-0.0515923,0.0013725761
-0.50045604,0.049909875,-0.34841537,-0.48348764,-0.72051066,0.47399575,0.9411082,0.834948,0.28971377,-0.68763095,-0.81510484,0.6733079,-0.49300784,0.50536877,0.94039655,-0.44099873
-1.6756963,0.52846414,0.6526037,0.19203457,-0.25353807,0.5476828,0.102570884,-0.23546836,0.004600863,0.40448195,0.52217585,-0.15808396,-0.6658627,-0.08101195,-0.6870951,-1.6971451
0.1274104,0.4698678,1.8506964,0.08741328,-0.9828438,0.14196573,-0.1526163,-0.3646894,0.4789733,-1.091076,0.38816348,-0.3652626,1.1272414,0.005421015,-0.6840755,-0.49254096
-0.83779603,0.08874442,-0.28036547,0.58647317,0.8116068,1.0003637,0.17592241,-0.11419974,1.1154846,-0.5413738,1.1534203,-0.49351463,0.9684334,-0.99047697,-0.4764541,0.046304524
0.5732736,-1.0579635,-0.33852017,-0.76924396,-1.0027155,0.8506813,0.8352635,0.21502611,0.34905982,-0.18709025,0.45903867,-1.2076596,0.08063503,-0.74152696,0.56542563,0.223416
0.546749,-0.7452548,1.0165169,0.6792279,0.29037333,1.0831352,0.16799223,-0.6554192,0.22416455,-0.9475211,-0.18970138,-0.16305469,0.30088037,-0.44407597,-0.21426538,0.030353492
0.6230068,0.36417153,0.4212357,0.43140042,-0.0042339936,-0.69835305,1.8744146,-0.24949788,-0.39068443,0.49199402,-0.1462703,0.70069075,-1.3419842,1.2722815,0.85470915,0.7501228
0.29677868,-0.6098502,0.12335975,0.33611944,0.15137662,1.2352005,1.1296906,0.6414016,0.34220287,-0.5098878,-1.0793052,-1.1746042,1.0604267,0.7251053,-0.75933355,0.14275981
-1.1462083,0.5625621,-0.06297691,0.7949975,-0.53752005,1.3856388,0.81668174,-1.4928268,0.76510715,0.007510014,0.1285811,-0.5058524,-0.15523434,-0.116898455,0.1445744,1.44565
0.38501328,1.1458968,-0.55597013,0.5142904,0.80253595,0.64351314,-0.7188487,-0.86997604,-0.7220254,0.2517675,-0.7184783,-0.6998904,-0.540926,0.075731516,-0.80266654,-0.39579895
-0.10786775,-0.35701695,0.39536685,0.2403212,-0.6328832,1.2204927,-0.19063535,0.34280804,0.48695007,-0.27233857,-0.6883067,-0.5581215,0.5328819,-0.427587,0.06219828,0.61989474
0.47715032,0.39525974,0.28733513,-0.8122887,-0.64175373,0.6631981,0.011973737,-1.1992496,0.8533335,-0.70450735,0.34478495,-0.3887133,0.34195834,0.8650302,0.54041076,0.44155043
0.20333962,0.43818906,1.6210762,-0.0095363455,-0.8132775,0.04367099,-0.16107734,-0.21335813,0.442489,-0.9648867,0.3089109,-0.3360158,0.9208557,-0.07617236,-0.6095872,-0.37542656
-0.83575755,-0.3929192,0.67276204,-0.2806312,0.27459192,0.65484387,1.0287548,-0.32851368,1.0954198,-1.3386214,0.0108290315,0.91017115,-0.3601822,-1.260849,-0.9640214,-0.5280134
0.08163078,0.4891773,2.1382756,0.045697752,-1.1124299,0.23980676,-0.1608115,-0.4204451,0.6073177,-1.3029639,0.4692636,-0.45454216,1.2283589,-0.045443103,-0.72719896,-0.536301
0.6313768,-0.6815494,1.4762267,0.92059624,-0.15876189,1.0339168,0.326967,0.97959054,1.0695623,0.42788282,0.21151592,0.64629436,0.2181699,-0.036240336,-0.8238929,0.5363339
-0.04316167,1.1069692,-0.38070166,0.42796916,-1.2293456,0.38676643,1.5986773,0.22857243,-1.1412305,-0.47910124,-0.27499816,0.47567537,-0.39646792,0.30930102,0.090449385,1.2981573
-0.12300452,0.6636775,0.37189505,1.0365466,-0.69570607,-0.30824202,0.56363547,-0.1595651,-0.16440597,0.63861924,0.3240261,-0.7798067,0.3189908,0.6330585,1.1917062,0.8180601
0.9326255,-0.4483498,1.1839617,0.7408782,0.5326618,0.9390776,-0.69561815,0.0033590943,-0.19583724,0.08909328,-0.2587972,-0.93409824,-0.11256212,-0.30917838,-0.0326497,-0.17543277
-0.56248456,-0.72569877,0.6804873,0.5499638,-0.36688516,-0.6437011,-1.1654373,0.3600058,-0.13179974,-0.5500772,-0.3692576,-0.9037412,-0.0030187785,-1.2032132,0.29989254,-0.41493416
0.25956646,-0.5989558,-0.8409733,0.10282596,-0.6385329,0.4165112,-0.430493,0.21986693,0.9660333,0.469313,-0.6560075,0.42425063,-0.7895458,-0.8700773,-0.46089527,1.0728494
1.0106121,0.33345842,-0.5730165,1.0568455,-0.17084426,1.6900247,-0.72545475,-0.318425,-0.42980435,0.4719372,1.1004179,0.43232822,1.2720009,0.05380832,0.53879255,-0.48542488
0.79496944,-0.33282354,1.2407722,0.56169796,0.811836,0.78590477,0.44732562,0.5257906,-0.68324906,-1.0526279,0.26647902,-0.8421883,0.1253929,-0.5522538,0.18307006,-0.16249676
-1.8076398,-0.45382777,0.48070407,0.10905775,-0.47005638,0.7231499,-0.03434626,-0.11741961,-0.22547682,0.46986133,0.42092624,-0.08749555,-0.6683411,0.45789757,-1.106034,-1.2148303
-0.6009905,-0.3265377,0.6895446,0.7476174,-0.57913977,-0.55151534,-0.41415226,0.5676865,0.5083149,0.5764481,0.2553763,-0.91150206,-0.21789138,0.1262859,0.5912551,-0.44349548
0.09565702,-0.508308,0.36145884,0.106958106,-1.0150739,0.5532547,1.0843912,0.56571084,0.59088415,0.29371417,-0.23352978,-0.77221686,-0.39468998,0.18129408,0.5882016,0.102782466
-0.7363672,-0.72917616,-0.12803173,-0.83811337,0.46089542,-0.5743753,-0.52189624,-0.32527074,-0.68867123,-0.46801367,0.40751675,0.40953925,-0.45410043,0.7988392,0.28198946,-0.84984845
0.33600128,-0.6081698,-0.5633103,-0.7844931,-0.071851395,0.48329714,0.024702638,-0.5024708,-0.6716915,-1.4475648,0.90726995,-0.93202376,0.02515349,-1.2701532,0.32135797,1.0548322
-0.6283889,-0.5414183,0.13606015,-0.6385324,-0.5563871,-0.21470766,-0.6575651,0.09292042,-0.26531485,0.85223985,0.69912076,0.9536273,-0.3878436,0.43655387,0.81717366,0.44697613
-0.35935563,0.35937846,0.65596926,0.4666527,-0.88962615,0.12149468,0.4503434,-0.34696737,-0.51711076,0.97490394,-1.0024345,0.36973506,0.061453473,-0.48371664,0.65744513,0.6906697
-0.22193278,0.53220564,0.8823677,0.3395753,-0.55979705,0.34102076,0.2851419,-0.32905495,0.89577,0.42962092,-0.049026657,-0.9793707,-0.7995807,0.40246257,1.0658894,0.98975474
-0.7204686,0.20651087,0.262528,-0.6490196,-0.40019307,-0.56536514,-0.97608435,-0.19558117,0.26769572,1.0433453,0.62685364,0.95683074,-0.32177275,0.49615562,0.9903756,0.5904234
-0.75276077,0.7094386,1.4321321,-0.57933235,-0.22394031,0.5780881,0.018783845,0.2598571,0.96430826,-0.32633308,0.724005,-0.21881472,0.89656204,0.2168939,0.095458716,-0.4311371
0.87265587,-0.40478593,1.3571298,0.6380419,0.8695168,0.8569204,0.49584958,0.5571815,-0.75414574,-1.1561255,0.29823348,-0.9323115,0.15486562,-0.5857289,0.18502551,-0.17881061
-0.45904708,-0.6458871,-0.34345517,0.57333785,-0.7325252,-0.91153055,-0.53711295,0.22306187,-0.32185805,0.8399804,-0.6250548,0.018866189,-0.25826597,1.0840431,-0.28825244,-0.5827593
0.68215847,0.23955658,1.1564618,-0.16772926,-0.7748324,-1.0773877,0.88081753,-0.06742248,-0.4483521,-0.10643953,-0.39766756,0.64143676,-0.6064552,1.234582,0.7865289,0.5415583
0.5966321,1.0420008,0.80833155,-0.70039666,0.7146855,1.5234386,0.046548128,0.43686032,0.3527921,-1.2495012,-0.21748687,-0.11884385,1.6489831,-0.75989467,0.27712733,0.6382214
-0.021516187,0.015475956,0.106820755,0.08969158,1.3293005,0.43378925,1.0083045,-0.69216084,0.6867376,-1.4259014,1.6774913,-0.60088634,0.5945211,-0.34174573,0.93243456,0.29652148
0.1356058,0.8013276,-0.8856469,-0.33451077,0.7634248,-0.5251389,-0.78047067,-0.6416674,-0.35276693,-0.63819325,-0.9360955,-0.5099316,0.025864378,-0.15297106,-0.48007503,-0.35350972
-1.3644979,0.86293197,-0.15251233,0.7646868,0.23364486,0.4155347,-1.1124328,-0.8817042,0.02674685,0.08900685,1.4741309,1.2312698,0.09046437,-0.2640138,0.98928285,0.46853775
-0.7932245,-0.28621206,1.9439298,-0.31041753,0.101370014,0.8396411,-0.39365494,0.19373915,0.76615775,-1.0074449,0.906462,-0.29862753,-0.81747013,0.3256808,-0.08139339,0.90931195
0.010403148,-0.558639,0.761082,-0.64915717,0.31907576,0.28726456,-0.4712929,0.7132077,-0.67719656,-0.3303321,0.29972833,0.32242867,0.65241504,-0.19500107,-0.8832886,0.08873667
-1.3898938,0.35088277,-0.21931079,0.5111124,0.04457846,1.829427,-0.12847993,-0.66907096,0.56761974,0.2983394,1.1837877,0.50650555,0.49064636,-0.986603,-0.11696653,-0.62530655
-0.027517384,0.5405988,0.80178744,-0.59181494,0.098783635,0.16714118,0.110304795,0.86044943,0.008324412,-0.78120357,-0.76452714,0.4984126,0.5485716,-0.53293157,0.28338155,0.6458455
0.08494186,1.3186425,-0.40578172,-0.16687152,0.19287366,-0.69599116,2.031123,0.788851,0.008410143,0.03543274,1.0264497,-0.2011252,-1.1689434,-0.08182078,-0.24033998,0.7128998
